,Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP,MSRPbinned,wheels-awd,wheels-4wd,wheels-fwd,wheels-rwd
202,Mitsubishi,3000GT,1999,regular unleaded,161.0,6.0,MANUAL,2.0,Compact,2dr Hatchback,22,17,436,4090,Cheap,0,0,1,0
203,Chrysler,300,2015,regular unleaded,300.0,6.0,AUTOMATIC,4.0,Large,Sedan,27,18,1013,37570,Cheap,1,0,0,0
204,Chrysler,300,2015,regular unleaded,292.0,6.0,AUTOMATIC,4.0,Large,Sedan,31,19,1013,31695,Cheap,0,0,0,1
205,Chrysler,300,2015,regular unleaded,292.0,6.0,AUTOMATIC,4.0,Large,Sedan,31,19,1013,38070,Cheap,0,0,0,1
206,Chrysler,300,2015,regular unleaded,292.0,6.0,AUTOMATIC,4.0,Large,Sedan,27,18,1013,44895,Cheap,1,0,0,0
207,Chrysler,300,2015,regular unleaded,300.0,6.0,AUTOMATIC,4.0,Large,Sedan,31,19,1013,35070,Cheap,0,0,0,1
208,Chrysler,300,2015,regular unleaded,292.0,6.0,AUTOMATIC,4.0,Large,Sedan,31,19,1013,42395,Cheap,0,0,0,1
209,Chrysler,300,2015,regular unleaded,292.0,6.0,AUTOMATIC,4.0,Large,Sedan,27,18,1013,34195,Cheap,1,0,0,0
210,Chrysler,300,2015,regular unleaded,292.0,6.0,AUTOMATIC,4.0,Large,Sedan,27,18,1013,40570,Cheap,1,0,0,0
211,Chrysler,300,2016,regular unleaded,300.0,6.0,AUTOMATIC,4.0,Large,Sedan,27,18,1013,38095,Cheap,1,0,0,0
212,Chrysler,300,2016,regular unleaded,300.0,6.0,AUTOMATIC,4.0,Large,Sedan,31,19,1013,35595,Cheap,0,0,0,1
213,Chrysler,300,2016,regular unleaded,292.0,6.0,AUTOMATIC,4.0,Large,Sedan,27,18,1013,45190,Cheap,1,0,0,0
214,Chrysler,300,2016,regular unleaded,292.0,6.0,AUTOMATIC,4.0,Large,Sedan,31,19,1013,32260,Cheap,0,0,0,1
215,Chrysler,300,2016,regular unleaded,292.0,6.0,AUTOMATIC,4.0,Large,Sedan,27,18,1013,37755,Cheap,1,0,0,0
216,Chrysler,300,2016,regular unleaded,292.0,6.0,AUTOMATIC,4.0,Large,Sedan,27,18,1013,41055,Cheap,1,0,0,0
217,Chrysler,300,2016,regular unleaded,300.0,6.0,AUTOMATIC,4.0,Large,Sedan,31,19,1013,36090,Cheap,0,0,0,1
218,Chrysler,300,2016,regular unleaded,292.0,6.0,AUTOMATIC,4.0,Large,Sedan,31,19,1013,42690,Cheap,0,0,0,1
219,Chrysler,300,2016,regular unleaded,292.0,6.0,AUTOMATIC,4.0,Large,Sedan,31,19,1013,38555,Cheap,0,0,0,1
220,Chrysler,300,2016,regular unleaded,292.0,6.0,AUTOMATIC,4.0,Large,Sedan,31,19,1013,35255,Cheap,0,0,0,1
221,Chrysler,300,2016,regular unleaded,300.0,6.0,AUTOMATIC,4.0,Large,Sedan,27,18,1013,38590,Cheap,1,0,0,0
222,Chrysler,300,2016,regular unleaded,292.0,6.0,AUTOMATIC,4.0,Large,Sedan,27,18,1013,34760,Cheap,1,0,0,0
223,Chrysler,300,2017,regular unleaded,292.0,6.0,AUTOMATIC,4.0,Large,Sedan,27,18,1013,41135,Cheap,1,0,0,0
224,Chrysler,300,2017,regular unleaded,292.0,6.0,AUTOMATIC,4.0,Large,Sedan,27,18,1013,45270,Cheap,1,0,0,0
225,Chrysler,300,2017,regular unleaded,300.0,6.0,AUTOMATIC,4.0,Large,Sedan,27,18,1013,38670,Cheap,1,0,0,0
226,Chrysler,300,2017,regular unleaded,292.0,6.0,AUTOMATIC,4.0,Large,Sedan,30,19,1013,38635,Cheap,0,0,0,1
227,Chrysler,300,2017,regular unleaded,300.0,6.0,AUTOMATIC,4.0,Large,Sedan,30,19,1013,36170,Cheap,0,0,0,1
228,Chrysler,300,2017,regular unleaded,300.0,6.0,AUTOMATIC,4.0,Large,Sedan,27,18,1013,38175,Cheap,1,0,0,0
229,Chrysler,300,2017,regular unleaded,292.0,6.0,AUTOMATIC,4.0,Large,Sedan,30,19,1013,32340,Cheap,0,0,0,1
230,Chrysler,300,2017,regular unleaded,292.0,6.0,AUTOMATIC,4.0,Large,Sedan,30,19,1013,42770,Cheap,0,0,0,1
231,Chrysler,300,2017,regular unleaded,292.0,6.0,AUTOMATIC,4.0,Large,Sedan,27,18,1013,34840,Cheap,1,0,0,0
232,Chrysler,300,2017,regular unleaded,300.0,6.0,AUTOMATIC,4.0,Large,Sedan,30,19,1013,35675,Cheap,0,0,0,1
233,Chrysler,300M,2002,premium unleaded (required),250.0,6.0,AUTOMATIC,4.0,Large,Sedan,24,16,1013,32065,Cheap,0,0,1,0
234,Chrysler,300M,2002,premium unleaded (required),250.0,6.0,AUTOMATIC,4.0,Large,Sedan,24,16,1013,28540,Cheap,0,0,1,0
235,Chrysler,300M,2003,premium unleaded (required),255.0,6.0,AUTOMATIC,4.0,Large,Sedan,25,16,1013,32315,Cheap,0,0,1,0
236,Chrysler,300M,2003,regular unleaded,250.0,6.0,AUTOMATIC,4.0,Large,Sedan,25,16,1013,28885,Cheap,0,0,1,0
237,Chrysler,300M,2004,regular unleaded,250.0,6.0,AUTOMATIC,4.0,Large,Sedan,25,16,1013,29185,Cheap,0,0,1,0
238,Chrysler,300M,2004,premium unleaded (required),255.0,6.0,AUTOMATIC,4.0,Large,Sedan,25,16,1013,32615,Cheap,0,0,1,0
239,Nissan,300ZX,1994,regular unleaded,222.0,6.0,MANUAL,2.0,Compact,Convertible,22,16,2009,2847,Cheap,0,0,0,1
240,Nissan,300ZX,1994,regular unleaded,222.0,6.0,MANUAL,2.0,Compact,Coupe,22,16,2009,2488,Cheap,0,0,0,1
241,Nissan,300ZX,1994,regular unleaded,300.0,6.0,MANUAL,2.0,Compact,2dr Hatchback,22,16,2009,2683,Cheap,0,0,0,1
242,Nissan,300ZX,1994,regular unleaded,222.0,6.0,MANUAL,2.0,Compact,Coupe,22,16,2009,2553,Cheap,0,0,0,1
243,Nissan,300ZX,1995,regular unleaded,300.0,6.0,MANUAL,2.0,Compact,Coupe,22,16,2009,3049,Cheap,0,0,0,1
244,Nissan,300ZX,1995,regular unleaded,222.0,6.0,MANUAL,2.0,Compact,Coupe,22,17,2009,2774,Cheap,0,0,0,1
245,Nissan,300ZX,1995,regular unleaded,222.0,6.0,MANUAL,2.0,Compact,Coupe,22,17,2009,2702,Cheap,0,0,0,1
246,Nissan,300ZX,1995,regular unleaded,222.0,6.0,MANUAL,2.0,Compact,Convertible,22,17,2009,3101,Cheap,0,0,0,1
247,Nissan,300ZX,1996,regular unleaded,300.0,6.0,MANUAL,2.0,Compact,Coupe,22,16,2009,3510,Cheap,0,0,0,1
248,Nissan,300ZX,1996,regular unleaded,222.0,6.0,MANUAL,2.0,Compact,Coupe,22,17,2009,3107,Cheap,0,0,0,1
249,Nissan,300ZX,1996,regular unleaded,222.0,6.0,MANUAL,2.0,Compact,Convertible,22,17,2009,3624,Cheap,0,0,0,1
250,Nissan,300ZX,1996,regular unleaded,222.0,6.0,MANUAL,2.0,Compact,Coupe,22,17,2009,3185,Cheap,0,0,0,1
253,Mazda,323,1993,regular unleaded,82.0,4.0,MANUAL,2.0,Compact,2dr Hatchback,33,25,586,2000,Cheap,0,0,1,0
254,Mazda,323,1993,regular unleaded,82.0,4.0,MANUAL,2.0,Compact,2dr Hatchback,32,24,586,2000,Cheap,0,0,1,0
255,Mazda,323,1994,regular unleaded,82.0,4.0,MANUAL,2.0,Compact,2dr Hatchback,33,25,586,2000,Cheap,0,0,1,0
256,Mercedes-Benz,350-Class,1990,diesel,134.0,6.0,AUTOMATIC,4.0,Large,Sedan,23,19,617,2144,Cheap,0,0,0,1
257,Mercedes-Benz,350-Class,1990,diesel,134.0,6.0,AUTOMATIC,4.0,Large,Sedan,23,19,617,2098,Cheap,0,0,0,1
258,Mercedes-Benz,350-Class,1991,diesel,134.0,6.0,AUTOMATIC,4.0,Large,Sedan,23,19,617,2178,Cheap,0,0,0,1
259,Mercedes-Benz,350-Class,1991,diesel,134.0,6.0,AUTOMATIC,4.0,Large,Sedan,23,19,617,2311,Cheap,0,0,0,1
260,Nissan,350Z,2007,regular unleaded,306.0,6.0,AUTOMATIC,2.0,Compact,Convertible,23,17,2009,36550,Cheap,0,0,0,1
261,Nissan,350Z,2007,regular unleaded,306.0,6.0,AUTOMATIC,2.0,Compact,Convertible,23,17,2009,41250,Cheap,0,0,0,1
262,Nissan,350Z,2007,regular unleaded,306.0,6.0,AUTOMATIC,2.0,Compact,Coupe,24,17,2009,30600,Cheap,0,0,0,1
263,Nissan,350Z,2007,regular unleaded,306.0,6.0,AUTOMATIC,2.0,Compact,Coupe,24,17,2009,37100,Cheap,0,0,0,1
264,Nissan,350Z,2007,regular unleaded,306.0,6.0,MANUAL,2.0,Compact,Coupe,25,18,2009,27900,Cheap,0,0,0,1
265,Nissan,350Z,2007,regular unleaded,306.0,6.0,MANUAL,2.0,Compact,Coupe,25,18,2009,32700,Cheap,0,0,0,1
266,Nissan,350Z,2007,regular unleaded,306.0,6.0,MANUAL,2.0,Compact,Convertible,24,17,2009,40250,Cheap,0,0,0,1
267,Nissan,350Z,2007,regular unleaded,306.0,6.0,MANUAL,2.0,Compact,Convertible,24,17,2009,35550,Cheap,0,0,0,1
268,Nissan,350Z,2007,regular unleaded,306.0,6.0,MANUAL,2.0,Compact,Coupe,25,18,2009,36100,Cheap,0,0,0,1
269,Nissan,350Z,2007,regular unleaded,306.0,6.0,AUTOMATIC,2.0,Compact,Coupe,24,17,2009,33200,Cheap,0,0,0,1
270,Nissan,350Z,2007,regular unleaded,306.0,6.0,MANUAL,2.0,Compact,Convertible,24,17,2009,37900,Cheap,0,0,0,1
271,Nissan,350Z,2007,regular unleaded,306.0,6.0,MANUAL,2.0,Compact,Coupe,25,18,2009,29600,Cheap,0,0,0,1
272,Nissan,350Z,2007,regular unleaded,306.0,6.0,MANUAL,2.0,Compact,Coupe,25,18,2009,38070,Cheap,0,0,0,1
273,Nissan,350Z,2007,regular unleaded,306.0,6.0,AUTOMATIC,2.0,Compact,Convertible,23,17,2009,38900,Cheap,0,0,0,1
274,Nissan,350Z,2008,regular unleaded,306.0,6.0,AUTOMATIC,2.0,Compact,Coupe,24,17,2009,33840,Cheap,0,0,0,1
275,Nissan,350Z,2008,regular unleaded,306.0,6.0,MANUAL,2.0,Compact,Convertible,24,17,2009,38630,Cheap,0,0,0,1
276,Nissan,350Z,2008,regular unleaded,306.0,6.0,AUTOMATIC,2.0,Compact,Convertible,23,17,2009,39630,Cheap,0,0,0,1
277,Nissan,350Z,2008,regular unleaded,306.0,6.0,AUTOMATIC,2.0,Compact,Coupe,24,17,2009,37740,Cheap,0,0,0,1
278,Nissan,350Z,2008,regular unleaded,306.0,6.0,AUTOMATIC,2.0,Compact,Convertible,23,17,2009,41980,Cheap,0,0,0,1
279,Nissan,350Z,2008,regular unleaded,306.0,6.0,MANUAL,2.0,Compact,Convertible,24,17,2009,36280,Cheap,0,0,0,1
280,Nissan,350Z,2008,regular unleaded,306.0,6.0,MANUAL,2.0,Compact,Coupe,25,18,2009,36740,Cheap,0,0,0,1
281,Nissan,350Z,2008,regular unleaded,306.0,6.0,MANUAL,2.0,Compact,Convertible,24,17,2009,40980,Cheap,0,0,0,1
282,Nissan,350Z,2008,regular unleaded,306.0,6.0,MANUAL,2.0,Compact,Coupe,25,18,2009,38680,Cheap,0,0,0,1
283,Nissan,350Z,2008,regular unleaded,306.0,6.0,MANUAL,2.0,Compact,Coupe,25,18,2009,28510,Cheap,0,0,0,1
284,Nissan,350Z,2008,regular unleaded,306.0,6.0,MANUAL,2.0,Compact,Coupe,25,18,2009,30210,Cheap,0,0,0,1
285,Nissan,350Z,2008,regular unleaded,306.0,6.0,AUTOMATIC,2.0,Compact,Coupe,24,17,2009,31210,Cheap,0,0,0,1
286,Nissan,350Z,2008,regular unleaded,306.0,6.0,MANUAL,2.0,Compact,Coupe,25,18,2009,33340,Cheap,0,0,0,1
287,Nissan,350Z,2008,regular unleaded,306.0,6.0,AUTOMATIC,2.0,Compact,Convertible,23,17,2009,37280,Cheap,0,0,0,1
288,Nissan,350Z,2009,regular unleaded,306.0,6.0,MANUAL,2.0,Compact,Convertible,24,17,2009,41570,Cheap,0,0,0,1
289,Nissan,350Z,2009,regular unleaded,306.0,6.0,MANUAL,2.0,Compact,Convertible,24,17,2009,36870,Cheap,0,0,0,1
290,Nissan,350Z,2009,regular unleaded,306.0,6.0,AUTOMATIC,2.0,Compact,Convertible,23,17,2009,42570,Cheap,0,0,0,1
291,Nissan,350Z,2009,regular unleaded,306.0,6.0,AUTOMATIC,2.0,Compact,Convertible,23,17,2009,37870,Cheap,0,0,0,1
292,Nissan,350Z,2009,regular unleaded,306.0,6.0,MANUAL,2.0,Compact,Convertible,24,17,2009,39220,Cheap,0,0,0,1
293,Nissan,350Z,2009,regular unleaded,306.0,6.0,AUTOMATIC,2.0,Compact,Convertible,23,17,2009,40220,Cheap,0,0,0,1
294,Ferrari,360,2002,premium unleaded (required),400.0,8.0,MANUAL,2.0,Compact,Convertible,15,10,2774,160829,Cheap,0,0,0,1
295,Ferrari,360,2002,premium unleaded (required),400.0,8.0,MANUAL,2.0,Compact,Coupe,15,10,2774,140615,Cheap,0,0,0,1
296,Ferrari,360,2002,premium unleaded (required),400.0,8.0,AUTOMATED_MANUAL,2.0,Compact,Coupe,15,10,2774,150694,Cheap,0,0,0,1
297,Ferrari,360,2002,premium unleaded (required),400.0,8.0,AUTOMATED_MANUAL,2.0,Compact,Convertible,15,10,2774,170829,Cheap,0,0,0,1
298,Ferrari,360,2003,premium unleaded (required),400.0,8.0,MANUAL,2.0,Compact,Convertible,15,10,2774,165986,Cheap,0,0,0,1
299,Ferrari,360,2003,premium unleaded (required),400.0,8.0,AUTOMATED_MANUAL,2.0,Compact,Coupe,15,10,2774,154090,Cheap,0,0,0,1
300,Ferrari,360,2003,premium unleaded (required),400.0,8.0,MANUAL,2.0,Compact,Coupe,15,10,2774,143860,Cheap,0,0,0,1
301,Ferrari,360,2003,premium unleaded (required),400.0,8.0,AUTOMATED_MANUAL,2.0,Compact,Convertible,15,10,2774,176287,Cheap,0,0,0,1
302,Ferrari,360,2004,premium unleaded (required),400.0,8.0,AUTOMATED_MANUAL,2.0,Compact,Coupe,15,10,2774,157767,Cheap,0,0,0,1
303,Ferrari,360,2004,premium unleaded (required),425.0,8.0,AUTOMATED_MANUAL,2.0,Compact,Coupe,15,10,2774,187124,Cheap,0,0,0,1
304,Ferrari,360,2004,premium unleaded (required),400.0,8.0,MANUAL,2.0,Compact,Coupe,15,10,2774,147332,Cheap,0,0,0,1
305,Ferrari,360,2004,premium unleaded (required),400.0,8.0,MANUAL,2.0,Compact,Convertible,15,10,2774,169900,Cheap,0,0,0,1
306,Ferrari,360,2004,premium unleaded (required),400.0,8.0,AUTOMATED_MANUAL,2.0,Compact,Convertible,15,10,2774,180408,Cheap,0,0,0,1
307,Nissan,370Z,2015,premium unleaded (required),350.0,6.0,AUTOMATIC,2.0,Compact,Coupe,26,19,2009,46790,Cheap,0,0,0,1
308,Nissan,370Z,2015,premium unleaded (required),332.0,6.0,MANUAL,2.0,Compact,Convertible,24,17,2009,48100,Cheap,0,0,0,1
309,Nissan,370Z,2015,premium unleaded (required),332.0,6.0,MANUAL,2.0,Compact,Coupe,26,18,2009,29990,Cheap,0,0,0,1
310,Nissan,370Z,2015,premium unleaded (required),332.0,6.0,AUTOMATIC,2.0,Compact,Convertible,25,18,2009,41820,Cheap,0,0,0,1
311,Nissan,370Z,2015,premium unleaded (required),332.0,6.0,AUTOMATIC,2.0,Compact,Coupe,26,19,2009,31290,Cheap,0,0,0,1
312,Nissan,370Z,2015,premium unleaded (required),332.0,6.0,AUTOMATIC,2.0,Compact,Coupe,26,19,2009,34870,Cheap,0,0,0,1
313,Nissan,370Z,2015,premium unleaded (required),332.0,6.0,MANUAL,2.0,Compact,Coupe,26,18,2009,33570,Cheap,0,0,0,1
314,Nissan,370Z,2015,premium unleaded (required),332.0,6.0,AUTOMATIC,2.0,Compact,Convertible,25,18,2009,46570,Cheap,0,0,0,1
315,Nissan,370Z,2015,premium unleaded (required),332.0,6.0,MANUAL,2.0,Compact,Coupe,26,18,2009,37970,Cheap,0,0,0,1
316,Nissan,370Z,2015,premium unleaded (required),332.0,6.0,MANUAL,2.0,Compact,Coupe,26,18,2009,37070,Cheap,0,0,0,1
317,Nissan,370Z,2015,premium unleaded (required),332.0,6.0,AUTOMATIC,2.0,Compact,Convertible,25,18,2009,49400,Cheap,0,0,0,1
318,Nissan,370Z,2015,premium unleaded (required),332.0,6.0,MANUAL,2.0,Compact,Convertible,24,17,2009,45270,Cheap,0,0,0,1
319,Nissan,370Z,2015,premium unleaded (required),332.0,6.0,AUTOMATIC,2.0,Compact,Coupe,26,19,2009,39270,Cheap,0,0,0,1
320,Nissan,370Z,2015,premium unleaded (required),350.0,6.0,MANUAL,2.0,Compact,Coupe,26,18,2009,45490,Cheap,0,0,0,1
321,Nissan,370Z,2015,premium unleaded (required),350.0,6.0,MANUAL,2.0,Compact,Coupe,26,18,2009,41990,Cheap,0,0,0,1
322,Nissan,370Z,2015,premium unleaded (required),332.0,6.0,AUTOMATIC,2.0,Compact,Coupe,26,19,2009,38370,Cheap,0,0,0,1
323,Nissan,370Z,2015,premium unleaded (required),350.0,6.0,AUTOMATIC,2.0,Compact,Coupe,26,19,2009,43290,Cheap,0,0,0,1
324,Nissan,370Z,2016,premium unleaded (required),332.0,6.0,AUTOMATIC,2.0,Compact,Convertible,25,18,2009,41820,Cheap,0,0,0,1
325,Nissan,370Z,2016,premium unleaded (required),332.0,6.0,MANUAL,2.0,Compact,Convertible,24,17,2009,48100,Cheap,0,0,0,1
326,Nissan,370Z,2016,premium unleaded (required),350.0,6.0,AUTOMATIC,2.0,Compact,Coupe,26,19,2009,43290,Cheap,0,0,0,1
327,Nissan,370Z,2016,premium unleaded (required),332.0,6.0,AUTOMATIC,2.0,Compact,Coupe,26,19,2009,39270,Cheap,0,0,0,1
328,Nissan,370Z,2016,premium unleaded (required),332.0,6.0,AUTOMATIC,2.0,Compact,Coupe,26,19,2009,34870,Cheap,0,0,0,1
329,Nissan,370Z,2016,premium unleaded (required),350.0,6.0,MANUAL,2.0,Compact,Coupe,26,18,2009,41990,Cheap,0,0,0,1
330,Nissan,370Z,2016,premium unleaded (required),332.0,6.0,AUTOMATIC,2.0,Compact,Coupe,26,19,2009,38370,Cheap,0,0,0,1
331,Nissan,370Z,2016,premium unleaded (required),332.0,6.0,MANUAL,2.0,Compact,Convertible,24,17,2009,45270,Cheap,0,0,0,1
332,Nissan,370Z,2016,premium unleaded (required),350.0,6.0,MANUAL,2.0,Compact,Coupe,26,18,2009,45490,Cheap,0,0,0,1
333,Nissan,370Z,2016,premium unleaded (required),332.0,6.0,MANUAL,2.0,Compact,Coupe,26,18,2009,29990,Cheap,0,0,0,1
334,Nissan,370Z,2016,premium unleaded (required),332.0,6.0,AUTOMATIC,2.0,Compact,Convertible,25,18,2009,46570,Cheap,0,0,0,1
335,Nissan,370Z,2016,premium unleaded (required),350.0,6.0,AUTOMATIC,2.0,Compact,Coupe,26,19,2009,46790,Cheap,0,0,0,1
336,Nissan,370Z,2016,premium unleaded (required),332.0,6.0,AUTOMATIC,2.0,Compact,Convertible,25,18,2009,49400,Cheap,0,0,0,1
337,Nissan,370Z,2016,premium unleaded (required),332.0,6.0,MANUAL,2.0,Compact,Coupe,26,18,2009,37070,Cheap,0,0,0,1
338,Nissan,370Z,2016,premium unleaded (required),332.0,6.0,AUTOMATIC,2.0,Compact,Coupe,26,19,2009,31290,Cheap,0,0,0,1
339,Nissan,370Z,2016,premium unleaded (required),332.0,6.0,MANUAL,2.0,Compact,Coupe,26,18,2009,37970,Cheap,0,0,0,1
340,Nissan,370Z,2016,premium unleaded (required),332.0,6.0,MANUAL,2.0,Compact,Coupe,26,18,2009,33570,Cheap,0,0,0,1
341,Nissan,370Z,2017,premium unleaded (required),332.0,6.0,MANUAL,2.0,Compact,Coupe,26,18,2009,37970,Cheap,0,0,0,1
342,Nissan,370Z,2017,premium unleaded (required),332.0,6.0,AUTOMATIC,2.0,Compact,Coupe,26,19,2009,38370,Cheap,0,0,0,1
343,Nissan,370Z,2017,premium unleaded (required),332.0,6.0,AUTOMATIC,2.0,Compact,Coupe,26,19,2009,34870,Cheap,0,0,0,1
344,Nissan,370Z,2017,premium unleaded (required),332.0,6.0,MANUAL,2.0,Compact,Coupe,26,18,2009,29990,Cheap,0,0,0,1
345,Nissan,370Z,2017,premium unleaded (required),350.0,6.0,MANUAL,2.0,Compact,Coupe,26,18,2009,45490,Cheap,0,0,0,1
346,Nissan,370Z,2017,premium unleaded (required),350.0,6.0,MANUAL,2.0,Compact,Coupe,26,18,2009,41990,Cheap,0,0,0,1
347,Nissan,370Z,2017,premium unleaded (required),332.0,6.0,MANUAL,2.0,Compact,Convertible,24,17,2009,45270,Cheap,0,0,0,1
348,Nissan,370Z,2017,premium unleaded (required),332.0,6.0,MANUAL,2.0,Compact,Coupe,26,18,2009,33570,Cheap,0,0,0,1
349,Nissan,370Z,2017,premium unleaded (required),332.0,6.0,MANUAL,2.0,Compact,Convertible,24,17,2009,48100,Cheap,0,0,0,1
350,Nissan,370Z,2017,premium unleaded (required),332.0,6.0,AUTOMATIC,2.0,Compact,Coupe,26,19,2009,39270,Cheap,0,0,0,1
351,Nissan,370Z,2017,premium unleaded (required),332.0,6.0,AUTOMATIC,2.0,Compact,Convertible,25,18,2009,46570,Cheap,0,0,0,1
352,Nissan,370Z,2017,premium unleaded (required),332.0,6.0,AUTOMATIC,2.0,Compact,Convertible,25,18,2009,49400,Cheap,0,0,0,1
353,Nissan,370Z,2017,premium unleaded (required),332.0,6.0,MANUAL,2.0,Compact,Coupe,26,18,2009,37070,Cheap,0,0,0,1
354,Nissan,370Z,2017,premium unleaded (required),332.0,6.0,AUTOMATIC,2.0,Compact,Convertible,25,18,2009,41820,Cheap,0,0,0,1
355,Nissan,370Z,2017,premium unleaded (required),350.0,6.0,AUTOMATIC,2.0,Compact,Coupe,26,19,2009,46790,Cheap,0,0,0,1
356,Nissan,370Z,2017,premium unleaded (required),350.0,6.0,AUTOMATIC,2.0,Compact,Coupe,26,19,2009,43290,Cheap,0,0,0,1
357,Nissan,370Z,2017,premium unleaded (required),332.0,6.0,AUTOMATIC,2.0,Compact,Coupe,26,19,2009,31290,Cheap,0,0,0,1
358,Mazda,3,2015,regular unleaded,184.0,4.0,MANUAL,4.0,Compact,Sedan,37,25,586,25045,Cheap,0,0,1,0
359,Mazda,3,2015,regular unleaded,184.0,4.0,AUTOMATIC,4.0,Compact,Sedan,39,28,586,26095,Cheap,0,0,1,0
360,Mazda,3,2015,regular unleaded,155.0,4.0,AUTOMATIC,4.0,Compact,Sedan,41,30,586,23795,Cheap,0,0,1,0
361,Mazda,3,2015,regular unleaded,155.0,4.0,MANUAL,4.0,Compact,Sedan,41,29,586,19595,Cheap,0,0,1,0
362,Mazda,3,2015,regular unleaded,155.0,4.0,MANUAL,4.0,Compact,Sedan,41,29,586,18445,Cheap,0,0,1,0
363,Mazda,3,2015,regular unleaded,184.0,4.0,MANUAL,4.0,Compact,Sedan,37,25,586,23845,Cheap,0,0,1,0
364,Mazda,3,2015,regular unleaded,184.0,4.0,AUTOMATIC,4.0,Compact,4dr Hatchback,37,27,586,25395,Cheap,0,0,1,0
365,Mazda,3,2015,regular unleaded,184.0,4.0,AUTOMATIC,4.0,Compact,Sedan,39,28,586,24895,Cheap,0,0,1,0
366,Mazda,3,2015,regular unleaded,184.0,4.0,MANUAL,4.0,Compact,4dr Hatchback,35,26,586,25545,Cheap,0,0,1,0
367,Mazda,3,2015,regular unleaded,155.0,4.0,AUTOMATIC,4.0,Compact,4dr Hatchback,40,30,586,24295,Cheap,0,0,1,0
368,Mazda,3,2015,regular unleaded,155.0,4.0,AUTOMATIC,4.0,Compact,Sedan,41,30,586,19495,Cheap,0,0,1,0
369,Mazda,3,2015,regular unleaded,155.0,4.0,MANUAL,4.0,Compact,4dr Hatchback,40,29,586,20095,Cheap,0,0,1,0
370,Mazda,3,2015,regular unleaded,155.0,4.0,AUTOMATIC,4.0,Compact,4dr Hatchback,40,30,586,19995,Cheap,0,0,1,0
371,Mazda,3,2015,regular unleaded,155.0,4.0,AUTOMATIC,4.0,Compact,4dr Hatchback,40,30,586,21145,Cheap,0,0,1,0
372,Mazda,3,2015,regular unleaded,155.0,4.0,MANUAL,4.0,Compact,4dr Hatchback,40,29,586,23245,Cheap,0,0,1,0
373,Mazda,3,2015,regular unleaded,155.0,4.0,MANUAL,4.0,Compact,Sedan,41,29,586,16945,Cheap,0,0,1,0
374,Mazda,3,2015,regular unleaded,184.0,4.0,MANUAL,4.0,Compact,4dr Hatchback,35,26,586,24345,Cheap,0,0,1,0
375,Mazda,3,2015,regular unleaded,155.0,4.0,AUTOMATIC,4.0,Compact,Sedan,41,30,586,20645,Cheap,0,0,1,0
376,Mazda,3,2015,regular unleaded,155.0,4.0,MANUAL,4.0,Compact,4dr Hatchback,40,29,586,18945,Cheap,0,0,1,0
377,Mazda,3,2015,regular unleaded,184.0,4.0,AUTOMATIC,4.0,Compact,4dr Hatchback,37,27,586,26595,Cheap,0,0,1,0
378,Mazda,3,2015,regular unleaded,155.0,4.0,MANUAL,4.0,Compact,Sedan,41,29,586,22745,Cheap,0,0,1,0
379,Mazda,3,2015,regular unleaded,155.0,4.0,AUTOMATIC,4.0,Compact,Sedan,41,30,586,17995,Cheap,0,0,1,0
380,Mazda,3,2016,regular unleaded,155.0,4.0,MANUAL,4.0,Compact,Sedan,41,29,586,22545,Cheap,0,0,1,0
381,Mazda,3,2016,regular unleaded,155.0,4.0,AUTOMATIC,4.0,Compact,Sedan,41,30,586,21095,Cheap,0,0,1,0
382,Mazda,3,2016,regular unleaded,184.0,4.0,AUTOMATIC,4.0,Compact,4dr Hatchback,37,27,586,25495,Cheap,0,0,1,0
383,Mazda,3,2016,regular unleaded,155.0,4.0,MANUAL,4.0,Compact,4dr Hatchback,40,29,586,20745,Cheap,0,0,1,0
384,Mazda,3,2016,regular unleaded,155.0,4.0,AUTOMATIC,4.0,Compact,4dr Hatchback,40,30,586,24295,Cheap,0,0,1,0
385,Mazda,3,2016,regular unleaded,155.0,4.0,AUTOMATIC,4.0,Compact,Sedan,41,30,586,23595,Cheap,0,0,1,0
386,Mazda,3,2016,regular unleaded,155.0,4.0,AUTOMATIC,4.0,Compact,4dr Hatchback,40,30,586,21795,Cheap,0,0,1,0
387,Mazda,3,2016,regular unleaded,155.0,4.0,MANUAL,4.0,Compact,Sedan,41,29,586,17845,Cheap,0,0,1,0
388,Mazda,3,2016,regular unleaded,184.0,4.0,AUTOMATIC,4.0,Compact,4dr Hatchback,37,27,586,26495,Cheap,0,0,1,0
389,Mazda,3,2016,regular unleaded,184.0,4.0,MANUAL,4.0,Compact,Sedan,37,25,586,24745,Cheap,0,0,1,0
390,Mazda,3,2016,regular unleaded,155.0,4.0,AUTOMATIC,4.0,Compact,Sedan,41,30,586,18895,Cheap,0,0,1,0
391,Mazda,3,2016,regular unleaded,155.0,4.0,AUTOMATIC,4.0,Compact,4dr Hatchback,40,30,586,19595,Cheap,0,0,1,0
392,Mazda,3,2016,regular unleaded,155.0,4.0,MANUAL,4.0,Compact,4dr Hatchback,40,29,586,23245,Cheap,0,0,1,0
